date,product,region,units_sold,price,revenue,social_sentiment
2025-01-31 23:14:37.721178,iPhone_2,EU,500,1299,649500,3.9504549340034805
2025-01-31 23:14:37.721178,iPhone_3,China,479,799,382721,4.6076589944402935
2025-01-31 23:14:37.721178,iPhone_4,US,503,999,502497,3.1080791846958045
2025-01-31 23:14:37.721178,iPhone_2,China,510,799,407490,4.833797393236569
2025-01-31 23:14:37.721178,iPhone_1,China,495,999,494505,4.413839148158455
2025-01-31 23:14:37.721178,iPhone_3,US,518,799,413882,3.5033479272611867
2025-01-31 23:14:37.721178,iPhone_1,EU,483,999,482517,4.911271678840725
2025-01-31 23:14:37.721178,iPhone_1,APAC,488,999,487512,3.3821037374173657
2025-01-31 23:14:37.721178,iPhone_0,Other,526,999,525474,4.655342271138388
2025-02-01 23:14:37.721177,iPhone_1,APAC,493,1099,541807,4.3510913929399955
2025-02-01 23:14:37.721177,iPhone_3,China,503,999,502497,3.38069405858689
2025-02-01 23:14:37.721177,iPhone_4,China,523,999,522477,3.6603129095422515
2025-02-01 23:14:37.721177,iPhone_1,US,468,799,373932,4.7409168332502025
2025-02-01 23:14:37.721177,iPhone_1,EU,510,999,509490,3.660433283674986
2025-02-01 23:14:37.721177,iPhone_1,EU,504,799,402696,3.409556483235326
2025-02-01 23:14:37.721177,iPhone_2,US,462,1299,600138,4.011665574962227
2025-02-01 23:14:37.721177,iPhone_3,APAC,554,1199,664246,3.832801623535462
2025-02-01 23:14:37.721177,iPhone_1,EU,507,999,506493,3.3271034226458926
2025-02-01 23:14:37.721177,iPhone_3,APAC,493,999,492507,3.129980520677537
2025-02-01 23:14:37.721177,iPhone_2,EU,531,1199,636669,4.189540334554314
2025-02-01 23:14:37.721177,iPhone_0,China,495,1299,643005,3.19727204346564
2025-02-01 23:14:37.721177,iPhone_2,China,475,1299,617025,4.356877251192103
2025-02-01 23:14:37.721177,iPhone_1,China,492,1199,589908,3.0577473013385603
2025-02-01 23:14:37.721177,iPhone_2,US,529,999,528471,3.489310109209426
2025-02-01 23:14:37.721177,iPhone_2,APAC,501,1199,600699,3.7336159909111735
2025-02-01 23:14:37.721177,iPhone_0,EU,495,1299,643005,4.867998780187273
2025-02-01 23:14:37.721177,iPhone_0,EU,506,1299,657294,4.621691893717393
2025-02-01 23:14:37.721177,iPhone_2,Other,497,999,496503,4.542744504279505
2025-02-01 23:14:37.721177,iPhone_3,US,515,999,514485,3.745753018404356
2025-02-01 23:14:37.721177,iPhone_4,EU,504,1199,604296,4.115614176838044
2025-02-01 23:14:37.721177,iPhone_4,EU,503,999,502497,3.260683026512339
2025-02-01 23:14:37.721177,iPhone_3,China,476,799,380324,4.806898717311872
2025-02-01 23:14:37.721177,iPhone_3,Other,530,1299,688470,3.853581940349039
2025-02-01 23:14:37.721177,iPhone_3,Other,503,799,401897,3.3972904107324244
2025-02-01 23:14:37.721177,iPhone_0,EU,534,1099,586866,3.512088972752256
2025-02-02 23:14:37.721176,iPhone_0,US,476,1099,523124,3.2545828655325026
2025-02-02 23:14:37.721176,iPhone_4,EU,493,1199,591107,4.480229483275754
2025-02-02 23:14:37.721176,iPhone_2,APAC,503,1299,653397,4.895376051928942
2025-02-02 23:14:37.721176,iPhone_4,EU,501,799,400299,3.527612149892715
2025-02-02 23:14:37.721176,iPhone_3,China,503,1299,653397,4.654385779167605
2025-02-02 23:14:37.721176,iPhone_0,Other,507,1199,607893,4.311447345123312
2025-02-02 23:14:37.721176,iPhone_3,APAC,555,1299,720945,4.233497718466608
2025-02-02 23:14:37.721176,iPhone_0,US,524,1199,628276,4.461357088969839
2025-02-02 23:14:37.721176,iPhone_3,EU,476,1199,570724,3.019400709846084
2025-02-02 23:14:37.721176,iPhone_0,EU,502,1199,601898,3.5783301219754695
2025-02-02 23:14:37.721176,iPhone_2,US,511,999,510489,3.117281401652898
2025-02-02 23:14:37.721176,iPhone_0,Other,528,1299,685872,3.2492233529273333
2025-02-02 23:14:37.721176,iPhone_4,Other,523,999,522477,4.791281521582252
2025-02-02 23:14:37.721176,iPhone_0,Other,497,799,397103,4.061376282124888
2025-02-02 23:14:37.721176,iPhone_0,Other,566,1199,678634,3.378014549757987
2025-02-02 23:14:37.721176,iPhone_3,Other,464,1299,602736,3.534122751370086
2025-02-02 23:14:37.721176,iPhone_4,EU,533,1199,639067,4.384134968542389
2025-02-02 23:14:37.721176,iPhone_2,APAC,496,1299,644304,4.941637980801245
2025-02-02 23:14:37.721176,iPhone_3,Other,471,999,470529,4.889881812854028
2025-02-02 23:14:37.721176,iPhone_0,EU,504,1199,604296,3.569375523088543
2025-02-02 23:14:37.721176,iPhone_2,APAC,510,1099,560490,4.411179326758357
2025-02-03 23:14:37.721175,iPhone_1,EU,518,999,517482,4.960770697288873
2025-02-03 23:14:37.721175,iPhone_1,China,523,799,417877,3.702506762405683
2025-02-03 23:14:37.721175,iPhone_2,US,525,999,524475,3.994555853820171
2025-02-03 23:14:37.721175,iPhone_3,Other,510,1099,560490,4.186171256250219
2025-02-03 23:14:37.721175,iPhone_3,APAC,479,1099,526421,3.5541503512334205
2025-02-03 23:14:37.721175,iPhone_1,US,458,1099,503342,3.627538570891865
2025-02-03 23:14:37.721175,iPhone_0,APAC,466,999,465534,4.419607568091749
2025-02-03 23:14:37.721175,iPhone_2,China,473,799,377927,4.537824954002363
2025-02-03 23:14:37.721175,iPhone_0,Other,467,799,373133,4.948763937187719
2025-02-03 23:14:37.721175,iPhone_3,APAC,491,999,490509,3.8278790279049186
2025-02-03 23:14:37.721175,iPhone_1,US,470,999,469530,4.396138038627693
2025-02-03 23:14:37.721175,iPhone_3,China,523,1099,574777,4.6038189399509
2025-02-03 23:14:37.721175,iPhone_4,APAC,518,1099,569282,4.675755340807521
2025-02-03 23:14:37.721175,iPhone_1,US,446,1299,579354,4.914627226382746
2025-02-03 23:14:37.721175,iPhone_4,APAC,506,1299,657294,4.504195003687835
2025-02-03 23:14:37.721175,iPhone_0,APAC,452,799,361148,4.4776870185090525
2025-02-03 23:14:37.721175,iPhone_0,APAC,532,1199,637868,3.6713201295939264
2025-02-03 23:14:37.721175,iPhone_3,APAC,497,1199,595903,3.3064646404692226
2025-02-03 23:14:37.721175,iPhone_2,APAC,490,999,489510,3.3150800751831184
2025-02-03 23:14:37.721175,iPhone_2,EU,499,799,398701,4.7531076426285885
2025-02-03 23:14:37.721175,iPhone_4,APAC,488,1099,536312,4.288110953529372
2025-02-03 23:14:37.721175,iPhone_4,Other,508,799,405892,4.855504566390426
2025-02-03 23:14:37.721175,iPhone_2,US,488,1199,585112,4.832841089064132
2025-02-03 23:14:37.721175,iPhone_4,US,510,999,509490,3.8863300794573163
2025-02-03 23:14:37.721175,iPhone_0,EU,450,1099,494550,4.225083546842191
2025-02-03 23:14:37.721175,iPhone_1,China,508,799,405892,4.903216569467124
2025-02-03 23:14:37.721175,iPhone_2,Other,489,999,488511,3.678938044439409
2025-02-03 23:14:37.721175,iPhone_2,EU,489,1099,537411,4.721351718699743
2025-02-03 23:14:37.721175,iPhone_4,EU,505,1299,655995,4.286126084801831
2025-02-03 23:14:37.721175,iPhone_3,APAC,487,999,486513,4.330240356227232
2025-02-03 23:14:37.721175,iPhone_4,Other,462,1299,600138,4.182981706590898
2025-02-03 23:14:37.721175,iPhone_3,EU,500,799,399500,4.0464126539372645
2025-02-04 23:14:37.721174,iPhone_3,EU,477,1199,571923,4.223306320976562
2025-02-04 23:14:37.721174,iPhone_0,Other,494,1099,542906,4.732465740535341
2025-02-04 23:14:37.721174,iPhone_4,APAC,508,799,405892,4.5294893082698255
2025-02-04 23:14:37.721174,iPhone_1,China,472,1199,565928,4.101160889607558
2025-02-04 23:14:37.721174,iPhone_3,APAC,490,1099,538510,3.7000137369463575
2025-02-04 23:14:37.721174,iPhone_4,Other,480,799,383520,4.968386783437127
2025-02-04 23:14:37.721174,iPhone_1,Other,495,799,395505,4.420283765125056
2025-02-04 23:14:37.721174,iPhone_3,Other,515,1199,617485,3.2778918718854966
2025-02-04 23:14:37.721174,iPhone_4,APAC,517,999,516483,4.47315579765073
2025-02-04 23:14:37.721174,iPhone_2,Other,512,1299,665088,4.435195531316353
2025-02-04 23:14:37.721174,iPhone_2,Other,483,999,482517,3.6427046116304505
2025-02-04 23:14:37.721174,iPhone_1,China,549,999,548451,4.109025879335975
2025-02-04 23:14:37.721174,iPhone_1,EU,488,1099,536312,3.5725180707663666
2025-02-04 23:14:37.721174,iPhone_3,Other,512,999,511488,4.2871765526837695
2025-02-04 23:14:37.721174,iPhone_2,APAC,488,999,487512,3.3940701729359266
2025-02-04 23:14:37.721174,iPhone_1,US,529,999,528471,4.823022418567469
2025-02-04 23:14:37.721174,iPhone_2,China,453,1099,497847,4.50202434551022
2025-02-04 23:14:37.721174,iPhone_0,EU,502,999,501498,3.416225648003099
2025-02-04 23:14:37.721174,iPhone_4,China,509,799,406691,3.0224107861149427
2025-02-04 23:14:37.721174,iPhone_3,US,494,1199,592306,3.1348516568653464
2025-02-04 23:14:37.721174,iPhone_0,APAC,519,999,518481,4.5595657639347165
2025-02-04 23:14:37.721174,iPhone_4,US,481,1099,528619,3.898134565826868
2025-02-04 23:14:37.721174,iPhone_2,US,505,1099,554995,4.997785224066581
2025-02-04 23:14:37.721174,iPhone_1,China,490,1299,636510,4.631044100238207
2025-02-05 23:14:37.721173,iPhone_0,China,482,1199,577918,4.4687988083982155
2025-02-05 23:14:37.721173,iPhone_4,China,533,1199,639067,4.383491425221801
2025-02-05 23:14:37.721173,iPhone_1,APAC,513,1299,666387,3.964503184604849
2025-02-05 23:14:37.721173,iPhone_0,US,476,1099,523124,4.575409566093154
2025-02-05 23:14:37.721173,iPhone_2,US,500,1199,599500,3.4879269628371263
2025-02-05 23:14:37.721173,iPhone_4,US,487,999,486513,4.6329927358191325
2025-02-05 23:14:37.721173,iPhone_4,China,478,1299,620922,4.517179725428914
2025-02-05 23:14:37.721173,iPhone_2,EU,485,1299,630015,3.266019388326615
2025-02-05 23:14:37.721173,iPhone_3,APAC,536,799,428264,4.748907523453415
2025-02-05 23:14:37.721173,iPhone_1,China,515,1099,565985,3.062268165769023
2025-02-05 23:14:37.721173,iPhone_3,China,476,1299,618324,4.234388454233933
2025-02-05 23:14:37.721173,iPhone_0,Other,524,1299,680676,4.936596629320339
2025-02-05 23:14:37.721173,iPhone_4,Other,484,1299,628716,4.692870352614614
2025-02-05 23:14:37.721173,iPhone_1,APAC,508,1299,659892,3.1709772747031426
2025-02-05 23:14:37.721173,iPhone_2,APAC,497,1299,645603,4.19162346883795
2025-02-05 23:14:37.721173,iPhone_1,US,476,1099,523124,3.9583402614957857
2025-02-05 23:14:37.721173,iPhone_4,Other,490,1299,636510,4.977149465661014
2025-02-05 23:14:37.721173,iPhone_2,China,481,799,384319,3.2407295235604594
2025-02-05 23:14:37.721173,iPhone_4,EU,485,1299,630015,4.134688387027951
2025-02-05 23:14:37.721173,iPhone_3,EU,519,1299,674181,3.1980232993630997
2025-02-05 23:14:37.721173,iPhone_0,China,528,999,527472,3.269749692816095
2025-02-05 23:14:37.721173,iPhone_0,Other,525,1099,576975,4.324371771423667
2025-02-06 23:14:37.721172,iPhone_0,EU,458,999,457542,3.625995488287978
2025-02-06 23:14:37.721172,iPhone_4,China,482,999,481518,4.757929441443885
2025-02-06 23:14:37.721172,iPhone_0,APAC,527,799,421073,3.434061424212942
2025-02-06 23:14:37.721172,iPhone_1,Other,505,1099,554995,4.846572042027871
2025-02-06 23:14:37.721172,iPhone_1,EU,493,999,492507,4.0199445300674155
2025-02-06 23:14:37.721172,iPhone_1,China,521,1099,572579,4.220958331931406
2025-02-06 23:14:37.721172,iPhone_0,US,545,1299,707955,4.601364712852829
2025-02-06 23:14:37.721172,iPhone_0,China,499,999,498501,3.294906018532359
2025-02-06 23:14:37.721172,iPhone_1,China,479,1099,526421,3.1418266215719823
2025-02-06 23:14:37.721172,iPhone_0,APAC,500,1099,549500,4.991560788936269
2025-02-06 23:14:37.721172,iPhone_0,APAC,548,1299,711852,3.8797890101291417
2025-02-06 23:14:37.721172,iPhone_0,Other,542,1199,649858,3.1457276410728614
2025-02-06 23:14:37.721172,iPhone_0,China,509,799,406691,3.6847635320183767
2025-02-06 23:14:37.721172,iPhone_0,APAC,500,999,499500,4.549086357521153
2025-02-06 23:14:37.721172,iPhone_2,APAC,491,1299,637809,4.915263292545176
2025-02-06 23:14:37.721172,iPhone_1,US,482,799,385118,3.5390093475795865
2025-02-06 23:14:37.721172,iPhone_2,EU,481,1299,624819,4.160437927381081
2025-02-06 23:14:37.721172,iPhone_3,Other,502,1199,601898,3.9035001486785195
2025-02-06 23:14:37.721172,iPhone_2,Other,477,799,381123,4.739233996899738
2025-02-06 23:14:37.721172,iPhone_0,APAC,495,799,395505,3.9501647772181236
2025-02-06 23:14:37.721172,iPhone_3,EU,493,1299,640407,3.676179043260781
2025-02-07 23:14:37.721171,iPhone_2,China,497,1299,645603,3.530739466240688
2025-02-07 23:14:37.721171,iPhone_3,EU,532,799,425068,4.488056570971644
2025-02-07 23:14:37.721171,iPhone_3,EU,492,999,491508,3.02110224490038
2025-02-07 23:14:37.721171,iPhone_3,China,508,1099,558292,3.070604509028139
2025-02-07 23:14:37.721171,iPhone_0,Other,489,999,488511,3.7041402209301175
2025-02-07 23:14:37.721171,iPhone_2,Other,481,1199,576719,4.068004611494999
2025-02-07 23:14:37.721171,iPhone_0,APAC,497,999,496503,3.966870115280442
2025-02-07 23:14:37.721171,iPhone_2,APAC,487,1099,535213,3.0243229080126084
2025-02-07 23:14:37.721171,iPhone_3,China,515,1099,565985,4.928429145541288
2025-02-07 23:14:37.721171,iPhone_0,EU,531,1299,689769,3.350699821713845
2025-02-07 23:14:37.721171,iPhone_3,US,470,799,375530,3.2194936254198723
2025-02-07 23:14:37.721171,iPhone_2,US,462,999,461538,3.231542069589162
2025-02-07 23:14:37.721171,iPhone_0,APAC,539,999,538461,3.178453998027926
2025-02-07 23:14:37.721171,iPhone_4,US,476,1199,570724,4.199884590043975
2025-02-07 23:14:37.721171,iPhone_3,APAC,510,1199,611490,4.91366705620518
2025-02-07 23:14:37.721171,iPhone_3,EU,461,799,368339,4.9308972692012425
2025-02-07 23:14:37.721171,iPhone_4,China,523,799,417877,3.6415601299434717
2025-02-07 23:14:37.721171,iPhone_4,US,486,1099,534114,4.99087503238262
2025-02-07 23:14:37.721171,iPhone_0,US,476,1299,618324,3.3231779359391815
2025-02-07 23:14:37.721171,iPhone_1,APAC,465,1199,557535,3.6407005559090995
2025-02-07 23:14:37.721171,iPhone_4,US,488,1199,585112,3.080571037555997
2025-02-07 23:14:37.721171,iPhone_3,China,513,1099,563787,3.9380551256932046
2025-02-07 23:14:37.721171,iPhone_4,US,521,799,416279,4.113443169566732
2025-02-07 23:14:37.721171,iPhone_0,Other,528,1099,580272,3.5886963330307564
2025-02-07 23:14:37.721171,iPhone_1,EU,469,799,374731,4.881447419776457
2025-02-07 23:14:37.721171,iPhone_3,APAC,494,999,493506,3.360862068980114
2025-02-07 23:14:37.721171,iPhone_4,Other,519,1199,622281,3.638084485820314
2025-02-07 23:14:37.721171,iPhone_1,EU,476,1199,570724,4.755007302106334
2025-02-07 23:14:37.721171,iPhone_3,Other,489,1299,635211,4.578904001986741
2025-02-07 23:14:37.721171,iPhone_1,EU,521,999,520479,4.203763179272644
2025-02-07 23:14:37.721171,iPhone_3,US,509,1299,661191,3.147498097691683
2025-02-07 23:14:37.721171,iPhone_0,US,477,1099,524223,3.987000728145233
2025-02-07 23:14:37.721171,iPhone_0,US,514,799,410686,3.029470561487056
2025-02-08 23:14:37.721170,iPhone_2,Other,490,1299,636510,4.097446976698147
2025-02-08 23:14:37.721170,iPhone_4,EU,535,1199,641465,4.106416440928772
2025-02-08 23:14:37.721170,iPhone_4,US,513,1199,615087,3.340149934881128
2025-02-08 23:14:37.721170,iPhone_4,Other,528,999,527472,3.566859724848185
2025-02-08 23:14:37.721170,iPhone_3,China,519,799,414681,4.81856536232727
2025-02-08 23:14:37.721170,iPhone_2,EU,517,799,413083,3.3806504459498115
2025-02-08 23:14:37.721170,iPhone_3,Other,467,799,373133,4.41119952623951
2025-02-08 23:14:37.721170,iPhone_0,US,513,1099,563787,3.004491022737228
2025-02-08 23:14:37.721170,iPhone_1,China,517,1099,568183,3.5709154405743018
2025-02-08 23:14:37.721170,iPhone_1,US,485,1199,581515,3.9178255972823406
2025-02-08 23:14:37.721170,iPhone_2,China,500,799,399500,3.191150747077061
2025-02-08 23:14:37.721170,iPhone_2,US,480,1199,575520,4.6346106244264735
2025-02-08 23:14:37.721170,iPhone_3,EU,485,1099,533015,3.65986004168495
2025-02-08 23:14:37.721170,iPhone_0,China,493,1199,591107,4.821286031669091
2025-02-08 23:14:37.721170,iPhone_3,APAC,477,1299,619623,3.1401129854995866
2025-02-08 23:14:37.721170,iPhone_2,US,471,1099,517629,4.491026524687035
2025-02-08 23:14:37.721170,iPhone_2,APAC,562,1099,617638,3.096685812876114
2025-02-08 23:14:37.721170,iPhone_3,China,497,1199,595903,4.7712436469178945
2025-02-08 23:14:37.721170,iPhone_4,US,501,999,500499,3.401120502145966
2025-02-08 23:14:37.721170,iPhone_1,EU,507,1099,557193,3.9965113645269073
2025-02-08 23:14:37.721170,iPhone_2,EU,437,799,349163,3.1907573970123706
2025-02-08 23:14:37.721170,iPhone_2,China,495,1099,544005,3.4295800774785086
2025-02-08 23:14:37.721170,iPhone_3,US,466,999,465534,4.24627570749565
2025-02-08 23:14:37.721170,iPhone_4,APAC,480,999,479520,3.665468307967711
2025-02-08 23:14:37.721170,iPhone_4,Other,466,1299,605334,4.741783580935612
2025-02-08 23:14:37.721170,iPhone_4,EU,510,1199,611490,3.402798205587775
2025-02-08 23:14:37.721170,iPhone_3,EU,529,1299,687171,4.675438486270753
2025-02-08 23:14:37.721170,iPhone_2,APAC,503,1099,552797,3.5603116407650353
2025-02-08 23:14:37.721170,iPhone_1,EU,483,1299,627417,3.7434709502771053
2025-02-08 23:14:37.721170,iPhone_4,US,441,1299,572859,4.691516944264569
2025-02-08 23:14:37.721170,iPhone_3,US,465,1299,604035,4.549008212710653
2025-02-08 23:14:37.721170,iPhone_1,APAC,479,1299,622221,4.1953642560556155
2025-02-08 23:14:37.721170,iPhone_2,China,496,1099,545104,4.988862005085527
2025-02-08 23:14:37.721170,iPhone_3,APAC,493,999,492507,3.7714226094012626
2025-02-08 23:14:37.721170,iPhone_1,China,516,999,515484,4.753121003726189
2025-02-08 23:14:37.721170,iPhone_4,US,508,799,405892,4.584472334488538
2025-02-09 23:14:37.721169,iPhone_2,US,532,1199,637868,4.2387747119386034
2025-02-09 23:14:37.721169,iPhone_3,US,486,999,485514,3.093331326427231
2025-02-09 23:14:37.721169,iPhone_0,EU,493,1199,591107,3.8323218928123155
2025-02-09 23:14:37.721169,iPhone_2,China,504,1299,654696,3.0260505606258485
2025-02-09 23:14:37.721169,iPhone_0,EU,541,1199,648659,3.6962280600085675
2025-02-09 23:14:37.721169,iPhone_0,US,509,1099,559391,4.915599183099973
2025-02-09 23:14:37.721169,iPhone_2,China,520,799,415480,3.4892760861890206
2025-02-09 23:14:37.721169,iPhone_4,US,487,999,486513,3.8155560688123256
2025-02-09 23:14:37.721169,iPhone_0,EU,531,999,530469,4.5594230503607704
2025-02-09 23:14:37.721169,iPhone_2,Other,490,799,391510,4.941950659720121
2025-02-09 23:14:37.721169,iPhone_3,US,453,1099,497847,3.4899421740739696
2025-02-09 23:14:37.721169,iPhone_4,Other,513,1199,615087,3.0983052574494208
2025-02-09 23:14:37.721169,iPhone_3,Other,523,1299,679377,3.1119426537236814
2025-02-09 23:14:37.721169,iPhone_3,US,533,1299,692367,4.670789156225706
2025-02-09 23:14:37.721169,iPhone_1,China,522,999,521478,3.3509886353427154
2025-02-09 23:14:37.721169,iPhone_0,APAC,471,1099,517629,3.625166866052564
2025-02-09 23:14:37.721169,iPhone_3,EU,520,1199,623480,4.599507114712589
2025-02-09 23:14:37.721169,iPhone_4,Other,527,999,526473,3.372260132216769
2025-02-09 23:14:37.721169,iPhone_4,Other,498,1199,597102,4.259709162755501
2025-02-09 23:14:37.721169,iPhone_0,APAC,514,1199,616286,4.253006896755097
2025-02-09 23:14:37.721169,iPhone_2,Other,492,799,393108,3.919453647898404
2025-02-09 23:14:37.721169,iPhone_0,China,499,799,398701,3.238142001469038
2025-02-10 23:14:37.721168,iPhone_3,Other,534,999,533466,4.194228352333384
2025-02-10 23:14:37.721168,iPhone_4,China,505,999,504495,3.2532315903622937
2025-02-10 23:14:37.721168,iPhone_1,EU,524,1099,575876,4.081624564964871
2025-02-10 23:14:37.721168,iPhone_3,China,503,1099,552797,3.8273562268536088
2025-02-10 23:14:37.721168,iPhone_3,US,495,999,494505,4.180802452798844
2025-02-10 23:14:37.721168,iPhone_3,EU,509,1099,559391,4.6808225630149565
2025-02-10 23:14:37.721168,iPhone_3,Other,538,999,537462,3.2460331719667606
2025-02-10 23:14:37.721168,iPhone_2,APAC,511,999,510489,4.087611455732475
2025-02-10 23:14:37.721168,iPhone_1,US,501,799,400299,3.1862055356117986
2025-02-10 23:14:37.721168,iPhone_4,Other,500,1099,549500,3.801618576682565
2025-02-10 23:14:37.721168,iPhone_1,China,494,999,493506,3.5783164301548576
2025-02-10 23:14:37.721168,iPhone_1,EU,521,1299,676779,3.64689639237126
2025-02-10 23:14:37.721168,iPhone_1,US,508,999,507492,4.460709125410315
2025-02-10 23:14:37.721168,iPhone_2,Other,531,799,424269,4.66727575312942
2025-02-10 23:14:37.721168,iPhone_2,US,473,1199,567127,3.45612363380004
2025-02-10 23:14:37.721168,iPhone_1,US,518,999,517482,3.743391999858951
2025-02-10 23:14:37.721168,iPhone_4,US,493,999,492507,3.099737684613282
2025-02-10 23:14:37.721168,iPhone_2,China,516,1299,670284,4.448843370346082
2025-02-10 23:14:37.721168,iPhone_2,Other,513,1199,615087,4.594817452110739
2025-02-10 23:14:37.721168,iPhone_2,US,522,799,417078,3.3923116148274772
2025-02-10 23:14:37.721168,iPhone_1,China,493,799,393907,4.255265644277736
2025-02-10 23:14:37.721168,iPhone_1,EU,481,1299,624819,3.908225372712162
2025-02-10 23:14:37.721168,iPhone_0,EU,499,999,498501,4.723114077163026
2025-02-10 23:14:37.721168,iPhone_3,US,533,999,532467,3.01672451275914
2025-02-10 23:14:37.721168,iPhone_2,China,468,799,373932,3.310426210246103
2025-02-10 23:14:37.721168,iPhone_4,US,529,799,422671,4.93062453242693
2025-02-10 23:14:37.721168,iPhone_2,China,484,1199,580316,4.762520652536465
2025-02-10 23:14:37.721168,iPhone_2,APAC,504,1099,553896,3.384942521590869
2025-02-11 23:14:37.721167,iPhone_2,China,503,999,502497,3.9618076628979697
2025-02-11 23:14:37.721167,iPhone_3,China,510,1299,662490,4.687011077585567
2025-02-11 23:14:37.721167,iPhone_3,Other,492,1299,639108,3.158847399265153
2025-02-11 23:14:37.721167,iPhone_3,China,524,1299,680676,4.046802741844017
2025-02-11 23:14:37.721167,iPhone_0,China,479,999,478521,4.306834256522713
2025-02-11 23:14:37.721167,iPhone_4,EU,506,999,505494,3.017478836497212
2025-02-11 23:14:37.721167,iPhone_1,EU,507,1099,557193,4.496205130633896
2025-02-11 23:14:37.721167,iPhone_2,APAC,500,1199,599500,4.005681173506417
2025-02-11 23:14:37.721167,iPhone_4,US,498,1199,597102,4.325675200581459
2025-02-11 23:14:37.721167,iPhone_4,Other,492,1099,540708,4.995868221066675
2025-02-11 23:14:37.721167,iPhone_4,US,530,999,529470,4.635109562294039
2025-02-11 23:14:37.721167,iPhone_0,APAC,520,1299,675480,3.011266556762765
2025-02-11 23:14:37.721167,iPhone_2,US,543,799,433857,4.2751065289404595
2025-02-11 23:14:37.721167,iPhone_2,EU,493,999,492507,4.891208850676812
2025-02-11 23:14:37.721167,iPhone_1,US,510,999,509490,3.075686640092523
2025-02-11 23:14:37.721167,iPhone_4,China,478,1199,573122,4.8002943850053805
2025-02-11 23:14:37.721167,iPhone_1,US,510,999,509490,3.471123719621056
2025-02-11 23:14:37.721167,iPhone_4,APAC,483,1199,579117,3.444399874187292
2025-02-11 23:14:37.721167,iPhone_3,China,452,1299,587148,3.29299786623562
2025-02-11 23:14:37.721167,iPhone_2,EU,504,1099,553896,3.0553797735175507
2025-02-11 23:14:37.721167,iPhone_0,APAC,480,999,479520,3.211158568086134
2025-02-11 23:14:37.721167,iPhone_4,US,526,999,525474,3.4820819955113613
2025-02-11 23:14:37.721167,iPhone_1,APAC,518,1199,621082,4.1005683549386776
2025-02-11 23:14:37.721167,iPhone_3,China,498,1199,597102,3.314466622069664
2025-02-11 23:14:37.721167,iPhone_0,Other,518,1199,621082,4.673483653281091
2025-02-11 23:14:37.721167,iPhone_3,EU,502,1299,652098,3.56802114362952
2025-02-11 23:14:37.721167,iPhone_0,APAC,502,1299,652098,4.330410364981107
2025-02-11 23:14:37.721167,iPhone_1,APAC,451,1199,540749,4.134808084013198
2025-02-11 23:14:37.721167,iPhone_3,APAC,513,1199,615087,4.391646462047637
2025-02-11 23:14:37.721167,iPhone_4,APAC,506,1199,606694,4.069035617496509
2025-02-12 23:14:37.721166,iPhone_4,Other,492,1199,589908,3.066272412832199
2025-02-12 23:14:37.721166,iPhone_3,APAC,465,1099,511035,4.109845035634988
2025-02-12 23:14:37.721166,iPhone_1,US,529,799,422671,4.223311351292028
2025-02-12 23:14:37.721166,iPhone_4,US,532,1199,637868,4.148311090864734
2025-02-12 23:14:37.721166,iPhone_3,China,507,999,506493,3.1772659494991613
2025-02-12 23:14:37.721166,iPhone_2,US,482,799,385118,3.667841860400904
2025-02-12 23:14:37.721166,iPhone_4,APAC,471,1299,611829,4.229082036442631
2025-02-12 23:14:37.721166,iPhone_2,US,487,1099,535213,3.9920290905109157
2025-02-12 23:14:37.721166,iPhone_1,China,491,1199,588709,4.634066054440672
2025-02-12 23:14:37.721166,iPhone_1,APAC,485,1099,533015,4.879265792924839
2025-02-12 23:14:37.721166,iPhone_0,Other,503,1299,653397,3.4389128388544594
2025-02-12 23:14:37.721166,iPhone_0,APAC,517,799,413083,4.866844387422777
2025-02-12 23:14:37.721166,iPhone_2,EU,500,1299,649500,3.3258688541628594
2025-02-12 23:14:37.721166,iPhone_4,APAC,539,999,538461,4.911324580038974
2025-02-12 23:14:37.721166,iPhone_1,US,477,1299,619623,3.970808553621496
2025-02-12 23:14:37.721166,iPhone_4,US,497,1099,546203,4.872912780710211
2025-02-12 23:14:37.721166,iPhone_2,China,502,1099,551698,3.2136706238022867
2025-02-12 23:14:37.721166,iPhone_4,US,515,799,411485,3.922147649987295
2025-02-12 23:14:37.721166,iPhone_0,US,540,1199,647460,3.003745487838337
2025-02-12 23:14:37.721166,iPhone_2,APAC,527,1299,684573,4.445853276145371
2025-02-12 23:14:37.721166,iPhone_2,APAC,497,999,496503,4.105841633703519
2025-02-12 23:14:37.721166,iPhone_2,EU,499,1299,648201,3.008202900860334
2025-02-12 23:14:37.721166,iPhone_1,APAC,496,1299,644304,3.4425240417898184
2025-02-12 23:14:37.721166,iPhone_3,China,519,799,414681,3.708441356068552
2025-02-12 23:14:37.721166,iPhone_2,US,528,999,527472,3.4237931177879446
2025-02-12 23:14:37.721166,iPhone_2,China,501,1199,600699,3.5149579522874497
2025-02-12 23:14:37.721166,iPhone_1,Other,501,999,500499,4.517003761832782
2025-02-12 23:14:37.721166,iPhone_3,China,475,799,379525,3.992732494402473
2025-02-12 23:14:37.721166,iPhone_4,US,533,1099,585767,3.157624599403955
2025-02-13 23:14:37.721165,iPhone_0,China,474,999,473526,3.5523885312247225
2025-02-13 23:14:37.721165,iPhone_0,APAC,514,1099,564886,3.669012725997014
